,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
444,1,1,0,28.0,1,0,89.1042,1,0,0
445,0,3,1,28.0,0,0,7.05,0,0,1
446,1,3,1,28.0,0,0,8.1125,0,0,1
447,1,1,0,35.0,1,0,53.1,0,0,1
448,0,3,1,38.0,0,0,7.8958,0,0,1
449,0,3,1,14.0,4,1,39.6875,0,0,1
450,1,1,0,58.0,0,0,146.5208,1,0,0
451,1,2,1,28.0,0,0,13.0,0,0,1
452,1,2,0,24.0,2,1,27.0,0,0,1
453,0,3,1,28.0,3,1,25.4667,0,0,1
454,0,2,0,27.0,1,0,21.0,0,0,1
455,0,3,1,28.0,0,0,7.75,0,1,0
456,0,2,1,23.0,2,1,11.5,0,0,1
457,0,1,1,28.0,0,0,42.4,0,0,1
458,1,2,1,3.0,1,1,18.75,0,0,1
459,0,3,1,28.0,1,0,19.9667,0,0,1
460,1,1,0,40.0,0,0,153.4625,0,0,1
461,0,1,1,61.0,0,0,33.5,0,0,1
462,0,3,1,33.0,0,0,9.5,0,0,1
463,0,1,1,54.0,0,1,77.2875,0,0,1
464,1,2,0,28.0,0,0,12.35,0,1,0
465,0,3,1,27.0,0,0,7.8958,0,0,1
466,0,3,1,16.0,1,3,34.375,0,0,1
467,1,3,0,4.0,1,1,16.7,0,0,1
468,1,1,0,58.0,0,1,153.4625,0,0,1
469,0,3,1,25.0,0,0,7.05,0,0,1
470,0,3,1,28.0,0,0,14.4583,1,0,0
471,0,3,1,24.0,0,0,7.7958,0,0,1
472,1,1,0,24.0,0,0,69.3,1,0,0
473,0,2,1,30.0,0,0,13.0,0,0,1
474,1,2,0,24.0,1,2,65.0,0,0,1
475,0,1,1,29.0,1,0,66.6,0,0,1
476,0,3,1,36.0,1,0,15.55,0,0,1
477,1,1,0,28.0,1,0,51.8625,0,0,1
478,0,1,1,45.0,0,0,26.55,0,0,1
479,0,1,1,49.0,1,1,110.8833,1,0,0
480,0,3,1,18.0,0,0,7.7958,0,0,1
481,0,3,1,29.0,0,0,7.775,0,0,1
482,0,3,1,28.0,0,0,15.1,0,0,1
483,0,3,1,35.0,0,0,7.8958,1,0,0
484,0,3,1,28.0,0,0,7.775,0,0,1
485,0,3,0,2.0,0,1,10.4625,0,0,1
486,0,3,1,61.0,0,0,6.2375,0,0,1
487,1,1,0,49.0,1,0,76.7292,1,0,0
488,1,3,0,28.0,0,0,7.75,0,1,0
489,0,3,1,26.0,0,0,7.775,0,0,1
490,0,3,0,17.0,0,0,14.4583,1,0,0
491,0,3,1,42.0,0,0,7.65,0,0,1
492,1,3,0,28.0,0,0,7.2292,1,0,0
493,0,2,1,35.0,0,0,26.0,0,0,1
494,1,1,0,22.0,0,0,151.55,0,0,1
495,0,1,1,45.5,0,0,28.5,0,0,1
496,0,2,1,54.0,1,0,26.0,0,0,1
497,0,2,1,66.0,0,0,10.5,0,0,1
498,1,1,1,28.0,0,0,30.0,0,0,1
499,0,2,1,23.0,0,0,10.5,0,0,1
500,0,3,1,28.0,0,0,7.75,0,1,0
501,1,2,0,45.0,0,0,13.5,0,0,1
502,0,3,1,28.0,0,0,9.5,0,0,1
503,0,3,1,37.0,2,0,7.925,0,0,1
504,0,3,1,29.0,1,0,7.0458,0,0,1
505,0,2,1,29.0,1,0,21.0,0,0,1
506,1,3,1,19.0,0,0,8.05,0,0,1
507,1,3,1,39.0,0,0,7.925,0,0,1
508,0,2,1,36.0,0,0,12.875,1,0,0
509,0,1,1,38.0,0,0,0.0,0,0,1
510,0,3,0,9.0,2,2,34.375,0,0,1
511,1,2,1,28.0,0,0,13.8625,1,0,0
512,0,3,0,18.0,0,0,6.75,0,1,0
513,1,1,1,50.0,2,0,133.65,0,0,1
514,0,3,1,24.5,0,0,8.05,0,0,1
515,1,1,0,39.0,1,1,83.1583,1,0,0
516,1,1,0,28.0,0,0,110.8833,1,0,0
517,0,3,1,44.0,0,1,16.1,0,0,1
518,1,1,0,44.0,0,0,27.7208,1,0,0
519,0,1,1,28.0,0,0,31.0,0,0,1
520,0,3,1,35.0,0,0,8.05,0,0,1
521,0,3,1,24.0,0,0,7.4958,0,0,1
522,0,3,1,10.0,3,2,27.9,0,0,1
523,0,3,1,19.0,0,0,7.8958,0,0,1
524,0,3,1,43.0,0,0,8.05,0,0,1
525,1,2,0,50.0,0,1,26.0,0,0,1
526,0,3,1,41.0,2,0,14.1083,0,0,1
527,1,1,0,53.0,2,0,51.4792,0,0,1
528,1,1,1,35.0,0,0,26.55,1,0,0
529,0,1,1,56.0,0,0,30.6958,1,0,0
530,0,3,0,23.0,0,0,7.925,0,0,1
531,1,1,0,50.0,0,1,247.5208,1,0,0
532,0,3,1,25.0,0,0,7.05,0,0,1
533,1,3,0,15.0,0,0,7.225,1,0,0
534,0,3,1,28.0,0,0,7.75,0,1,0
535,1,3,0,22.0,0,0,7.75,0,0,1
536,0,3,1,18.0,0,0,8.3,0,0,1
537,0,3,1,30.0,0,0,8.05,0,0,1
538,0,3,0,9.0,3,2,27.9,0,0,1
539,0,3,1,28.0,0,0,7.2292,1,0,0
540,1,2,0,3.0,1,2,41.5792,1,0,0
541,1,1,0,19.0,1,0,91.0792,1,0,0
542,0,3,1,22.0,0,0,7.8958,0,0,1
543,0,3,1,34.0,1,1,14.4,0,0,1
544,1,3,0,28.0,0,0,7.225,1,0,0
545,0,1,1,28.0,0,0,39.6,1,0,0
546,0,3,0,2.0,3,2,27.9,0,0,1
547,1,2,0,30.0,3,0,21.0,0,0,1
548,0,3,1,35.0,0,0,7.05,0,0,1
549,0,3,0,21.0,2,2,34.375,0,0,1
550,0,1,1,29.0,0,0,30.0,0,0,1
551,0,2,1,28.0,0,0,0.0,0,0,1
552,0,3,1,31.0,0,0,7.775,0,0,1
553,0,3,0,6.0,4,2,31.275,0,0,1
554,0,1,1,33.0,0,0,5.0,0,0,1
555,0,3,1,22.0,0,0,9.0,0,0,1
556,0,1,1,22.0,0,0,135.6333,1,0,0
557,0,2,1,31.0,0,0,10.5,0,0,1
558,0,3,1,22.0,0,0,7.5208,0,0,1
559,0,3,0,30.0,1,1,24.15,0,0,1
560,1,3,0,63.0,0,0,9.5875,0,0,1
561,0,2,1,35.0,0,0,10.5,0,0,1
562,0,3,0,41.0,0,2,20.2125,0,0,1
563,0,3,1,18.0,1,1,7.8542,0,0,1
564,1,1,0,17.0,1,0,108.9,1,0,0
565,0,2,1,39.0,0,0,13.0,0,0,1
566,0,3,0,16.0,5,2,46.9,0,0,1
567,0,3,1,4.0,4,1,29.125,0,1,0
568,0,3,1,29.0,0,0,7.875,0,0,1
569,1,3,0,24.0,0,2,16.7,0,0,1
570,1,2,0,7.0,0,2,26.25,0,0,1
571,1,1,0,30.0,0,0,86.5,0,0,1
572,0,3,1,28.0,0,0,7.55,0,0,1
573,0,3,1,16.0,0,0,8.05,0,0,1
574,0,3,0,39.0,0,5,29.125,0,1,0
575,0,2,1,31.0,1,1,37.0042,1,0,0
576,1,2,0,33.0,0,2,26.0,0,0,1
577,0,1,1,24.0,0,0,79.2,1,0,0
578,1,2,0,40.0,0,0,15.75,0,0,1
579,0,3,1,28.0,0,0,7.75,0,1,0
580,0,3,1,28.0,0,0,7.8958,0,0,1
581,1,1,1,23.0,0,1,63.3583,1,0,0
582,0,3,1,22.0,0,0,7.125,0,0,1
583,1,3,1,26.0,0,0,18.7875,1,0,0
584,0,1,1,28.0,0,0,221.7792,0,0,1
585,0,3,1,45.5,0,0,7.225,1,0,0
586,0,3,1,19.0,0,0,7.65,0,0,1
587,0,1,1,28.0,0,0,35.0,0,0,1
588,0,3,0,28.0,3,1,25.4667,0,0,1
589,0,3,0,2.0,4,2,31.275,0,0,1
590,1,1,0,22.0,1,0,66.6,0,0,1
591,0,3,1,51.0,0,0,8.05,0,0,1
592,1,3,0,28.0,0,0,7.75,0,1,0
593,0,3,1,17.0,1,0,7.0542,0,0,1
594,0,3,1,30.0,0,0,7.2292,1,0,0
595,0,3,1,20.0,0,0,9.8458,0,0,1
596,0,3,1,30.0,0,0,7.8958,0,0,1
597,0,3,1,28.0,0,0,22.525,0,0,1
598,1,2,0,28.0,1,0,26.0,0,0,1
599,1,1,0,26.0,0,0,78.85,0,0,1
600,1,2,1,0.83,1,1,18.75,0,0,1
601,0,3,1,28.0,0,0,56.4958,0,0,1
602,1,2,0,18.0,0,1,23.0,0,0,1
603,1,2,0,45.0,1,1,26.25,0,0,1
604,0,2,1,37.0,1,0,26.0,0,0,1
605,1,2,0,28.0,1,0,24.0,1,0,0
606,0,3,1,33.0,0,0,7.8958,1,0,0
607,1,2,1,31.0,0,0,13.0,0,0,1
608,1,2,0,28.0,0,0,13.0,0,0,1
609,0,3,1,28.0,0,0,7.25,0,0,1
610,0,2,0,26.0,1,1,26.0,0,0,1
611,1,1,0,35.0,1,0,90.0,0,0,1
612,0,1,1,70.0,1,1,71.0,0,0,1
613,0,2,1,32.5,1,0,30.0708,1,0,0
614,1,3,1,27.0,0,0,6.975,0,0,1
615,0,3,1,28.0,2,0,7.925,0,0,1
616,1,3,0,15.0,0,0,8.0292,0,1,0
617,1,1,0,45.0,1,1,164.8667,0,0,1
618,0,3,1,20.0,0,0,4.0125,1,0,0
619,0,3,0,21.0,0,0,7.75,0,1,0
620,1,2,0,19.0,0,0,26.0,0,0,1
621,0,3,1,40.5,0,2,14.5,0,0,1
622,1,3,0,2.0,0,1,12.2875,0,0,1
623,0,3,0,20.0,1,0,9.825,0,0,1
624,0,2,1,34.0,0,0,13.0,0,0,1
625,0,3,1,28.0,0,0,7.8958,0,0,1
626,1,1,0,23.0,1,0,113.275,1,0,0
627,1,1,1,48.0,1,0,76.7292,1,0,0
628,0,3,1,25.0,1,0,7.775,0,0,1
629,1,1,0,28.0,1,0,133.65,0,0,1
630,0,3,1,28.0,0,0,8.6625,0,0,1
631,0,3,1,28.0,0,0,7.8958,0,0,1
632,1,1,0,51.0,1,0,77.9583,0,0,1
633,0,3,0,30.0,0,0,8.6625,0,0,1
634,1,3,0,28.0,1,0,15.5,0,1,0
635,1,2,0,5.0,1,2,27.75,0,0,1
636,1,2,0,50.0,0,0,10.5,0,0,1
637,1,1,1,26.0,0,0,30.0,1,0,0
638,0,2,1,28.0,0,0,13.0,0,0,1
639,0,3,1,24.0,1,0,16.1,0,0,1
640,1,3,0,28.0,0,0,7.7375,0,1,0
641,1,3,1,29.0,0,0,7.8958,1,0,0
642,0,3,1,30.0,0,0,7.225,1,0,0
643,0,2,1,60.0,1,1,39.0,0,0,1
644,0,3,1,28.0,0,0,7.8958,0,0,1
645,0,1,1,24.0,0,1,247.5208,1,0,0
646,0,3,1,28.0,0,0,7.225,1,0,0
647,0,2,1,21.0,2,0,73.5,0,0,1
648,0,3,1,44.0,0,0,8.05,0,0,1
649,1,1,0,36.0,0,0,135.6333,1,0,0
650,0,3,1,50.0,0,0,8.05,0,0,1
651,0,3,1,17.0,0,0,8.6625,0,0,1
652,0,1,1,42.0,1,0,52.0,0,0,1
653,0,3,1,28.0,8,2,69.55,0,0,1
654,1,1,0,28.0,0,0,79.2,1,0,0
655,1,1,0,60.0,1,0,75.25,1,0,0
656,1,2,0,22.0,1,1,29.0,0,0,1
657,1,2,1,32.0,1,0,26.0,0,0,1
658,0,3,1,45.0,0,0,6.975,0,0,1
659,0,3,1,19.0,0,0,14.5,0,0,1
660,1,1,0,47.0,1,1,52.5542,0,0,1
661,0,3,1,16.0,0,0,9.2167,0,0,1
662,0,3,1,28.0,1,0,16.1,0,0,1
663,0,3,1,28.0,0,0,7.8958,0,0,1
664,1,1,1,49.0,1,0,89.1042,1,0,0
665,0,3,1,47.0,0,0,9.0,0,0,1
666,0,3,1,16.0,0,0,7.775,0,0,1
667,1,1,1,36.0,0,0,26.2875,0,0,1
668,0,3,1,59.0,0,0,7.25,0,0,1
669,0,2,1,23.0,0,0,13.0,0,0,1
670,0,3,1,30.0,0,0,7.25,0,0,1
671,0,3,0,28.0,1,0,14.4583,1,0,0
672,0,1,1,71.0,0,0,34.6542,1,0,0
673,0,2,1,30.0,0,0,10.5,0,0,1
674,1,3,0,35.0,1,1,20.25,0,0,1
675,0,3,1,26.0,1,0,7.8542,0,0,1
676,0,3,1,34.0,0,0,8.05,0,0,1
677,1,1,0,30.0,0,0,106.425,1,0,0
678,1,3,0,28.0,0,0,7.75,0,1,0
679,0,1,1,28.0,0,0,50.0,0,0,1
680,0,1,1,37.0,0,1,29.7,1,0,0
681,0,3,1,22.0,0,0,7.2292,1,0,0
682,1,3,0,28.0,0,0,7.7333,0,1,0
683,0,1,1,45.0,1,0,83.475,0,0,1
684,1,1,1,42.0,1,0,52.5542,0,0,1
685,0,1,1,47.0,0,0,25.5875,0,0,1
686,1,3,1,0.42,0,1,8.5167,1,0,0
687,0,3,1,28.0,8,2,69.55,0,0,1
688,1,1,1,36.0,0,0,26.3875,0,0,1
689,1,1,0,31.0,1,0,113.275,1,0,0
690,0,3,0,22.0,0,0,9.8375,0,0,1
691,1,2,0,32.0,0,0,13.0,0,0,1
692,1,2,0,55.0,0,0,16.0,0,0,1
693,1,3,1,25.0,0,0,0.0,0,0,1
694,0,3,1,7.0,4,1,29.125,0,1,0
695,0,1,1,65.0,0,1,61.9792,1,0,0
696,0,3,1,28.0,0,0,7.2292,1,0,0
697,0,3,0,10.0,0,2,24.15,0,0,1
698,1,3,1,32.0,0,0,8.05,0,0,1
699,0,3,1,25.0,0,0,7.65,0,0,1
700,0,1,1,31.0,1,0,52.0,0,0,1
701,0,1,1,44.0,2,0,90.0,0,1,0
702,0,2,1,32.0,2,0,73.5,0,0,1
703,1,3,1,32.0,0,0,56.4958,0,0,1
704,0,3,1,34.0,0,0,8.05,0,0,1
705,0,3,1,26.0,2,0,8.6625,0,0,1
706,0,3,1,28.0,0,0,7.7375,0,1,0
707,0,3,1,40.0,0,0,7.8958,0,0,1
708,0,2,1,23.0,0,0,13.0,0,0,1
709,0,1,1,30.0,0,0,27.75,1,0,0
710,0,3,1,28.0,0,0,7.25,0,0,1
711,0,3,1,33.0,0,0,7.8958,0,0,1
712,0,2,1,18.0,0,0,13.0,0,0,1
713,0,3,1,28.0,0,0,7.725,0,1,0
714,1,3,0,22.0,0,0,7.775,0,0,1
715,1,1,1,4.0,0,2,81.8583,0,0,1
716,0,3,1,22.0,0,0,8.05,0,0,1
717,0,1,1,36.0,0,0,40.125,1,0,0
718,1,2,0,40.0,1,1,39.0,0,0,1
719,0,3,0,24.0,0,0,8.85,0,0,1
720,1,1,0,39.0,1,1,110.8833,1,0,0
721,0,3,0,14.0,0,0,7.8542,0,0,1
722,0,1,1,19.0,1,0,53.1,0,0,1
723,0,1,1,62.0,0,0,26.55,0,0,1
724,0,3,1,28.0,0,0,7.225,1,0,0
725,0,3,1,22.0,0,0,7.25,0,0,1
726,0,3,1,19.0,0,0,8.1583,0,0,1
727,0,3,0,47.0,1,0,14.5,0,0,1
728,0,3,1,40.0,0,0,7.225,1,0,0
729,0,1,1,65.0,0,0,26.55,0,0,1
730,1,3,1,25.0,1,0,7.775,0,0,1
731,1,3,0,33.0,3,0,15.85,0,0,1
732,0,3,1,28.0,0,0,7.25,0,0,1
733,0,3,1,28.0,1,0,7.75,0,1,0
734,1,2,0,31.0,1,1,26.25,0,0,1
735,0,1,1,40.0,0,0,0.0,0,0,1
736,1,3,0,19.0,1,0,7.8542,0,0,1
737,0,1,0,2.0,1,2,151.55,0,0,1
738,0,1,1,56.0,0,0,26.55,0,0,1
739,0,2,1,36.0,0,0,10.5,0,0,1
740,0,3,1,33.0,0,0,8.6625,1,0,0
741,1,3,0,0.75,2,1,19.2583,1,0,0
742,0,3,0,8.0,3,1,21.075,0,0,1
743,0,3,1,21.0,0,0,16.1,0,0,1
744,0,3,1,28.0,8,2,69.55,0,0,1
745,0,3,0,22.0,0,0,10.5167,0,0,1
746,1,3,1,4.0,1,1,11.1333,0,0,1
747,0,3,1,20.0,0,0,7.05,0,0,1
748,0,3,1,43.0,0,0,6.45,0,0,1
749,0,1,1,61.0,0,0,32.3208,0,0,1
750,0,2,1,50.0,0,0,13.0,0,0,1
751,0,1,1,28.0,1,0,82.1708,1,0,0
752,1,2,0,41.0,0,1,19.5,0,0,1
753,0,3,1,22.0,0,0,7.8958,0,0,1
754,0,3,0,45.0,0,1,14.4542,1,0,0
755,0,2,0,38.0,0,0,13.0,0,0,1
756,0,3,1,19.0,0,0,7.775,0,0,1
757,0,3,0,32.0,1,1,15.5,0,1,0
758,1,1,0,36.0,0,2,71.0,0,0,1
759,0,2,1,24.0,2,0,73.5,0,0,1
760,1,2,0,54.0,1,3,23.0,0,0,1
761,1,3,1,32.0,0,0,7.8542,0,0,1
762,0,1,1,50.0,1,0,55.9,0,0,1
763,0,3,1,23.5,0,0,7.2292,1,0,0
764,0,3,1,25.0,0,0,7.7417,0,1,0
765,0,3,1,19.0,0,0,8.05,0,0,1
766,1,2,0,21.0,0,0,10.5,0,0,1
767,1,1,0,22.0,0,1,55.0,0,0,1
768,0,3,1,25.0,0,0,7.225,1,0,0
769,0,1,1,51.0,0,1,61.3792,1,0,0
770,1,3,0,23.0,0,0,7.55,0,0,1
771,0,3,0,28.0,8,2,69.55,0,0,1
772,0,3,1,28.0,0,0,7.8958,1,0,0
773,1,3,0,27.0,0,2,11.1333,0,0,1
774,1,1,0,41.0,0,0,134.5,1,0,0
775,1,1,1,11.0,1,2,120.0,0,0,1
776,1,2,0,4.0,2,1,39.0,0,0,1
777,0,3,1,16.0,2,0,18.0,0,0,1
778,1,3,1,28.0,0,0,7.775,0,0,1
779,0,1,0,25.0,1,2,151.55,0,0,1
780,1,2,0,29.0,0,0,10.5,0,0,1
781,0,2,1,70.0,0,0,10.5,0,0,1
782,1,3,1,31.0,0,0,7.925,0,0,1
783,1,3,1,27.0,0,0,7.7958,0,0,1
784,1,3,1,21.0,0,0,7.7958,0,0,1
785,1,1,0,24.0,0,0,83.1583,1,0,0
786,1,2,0,29.0,1,0,26.0,0,0,1
787,0,2,1,31.0,1,1,26.25,0,0,1
788,0,2,1,25.0,0,0,13.0,0,0,1
789,0,3,1,28.0,0,0,8.05,0,0,1
790,0,3,1,40.0,1,4,27.9,0,0,1
791,0,3,1,24.0,2,0,24.15,0,0,1
792,0,2,1,28.0,0,0,13.5,0,0,1
793,1,2,1,19.0,0,0,10.5,0,0,1
794,0,2,1,28.0,0,0,10.5,0,0,1
795,0,3,1,18.0,1,0,6.4958,0,0,1
796,0,2,1,16.0,0,0,10.5,0,0,1
797,0,2,1,19.0,0,0,13.0,0,0,1
798,1,3,0,15.0,1,0,14.4542,1,0,0
799,0,2,1,29.0,1,0,27.7208,1,0,0
800,1,2,0,24.0,2,3,18.75,0,0,1
801,1,2,0,36.0,1,0,26.0,0,0,1
802,1,2,0,25.0,0,1,26.0,0,0,1
803,1,2,0,29.0,1,0,26.0,0,0,1
804,0,3,1,28.0,0,0,7.8958,0,0,1
805,1,3,0,18.0,0,1,9.35,0,0,1
806,1,3,0,28.0,1,1,22.3583,1,0,0
807,1,2,1,0.67,1,1,14.5,0,0,1
808,0,3,0,28.0,3,1,25.4667,0,0,1
809,1,1,1,34.0,0,0,26.55,0,0,1
810,0,3,1,26.0,1,2,20.575,0,0,1
811,0,3,1,19.0,0,0,7.8958,0,0,1
812,0,3,0,28.0,0,0,7.55,0,0,1
813,0,3,0,18.0,0,1,14.4542,1,0,0
814,0,3,1,29.0,0,0,9.4833,0,0,1
815,1,1,0,39.0,1,0,55.9,0,0,1
816,0,3,1,19.0,0,0,6.75,0,1,0
817,0,3,1,28.0,0,0,6.8583,0,1,0
818,1,2,0,28.0,0,0,13.0,0,0,1
819,0,3,1,26.0,0,0,7.8958,0,0,1
820,0,2,1,42.0,0,0,13.0,0,0,1
821,0,3,1,20.0,0,0,7.925,0,0,1
822,1,1,0,21.0,0,0,77.9583,0,0,1
823,1,1,1,48.0,1,0,52.0,0,0,1
824,0,3,1,42.0,0,1,8.4042,0,0,1
825,1,3,1,45.0,0,0,8.05,0,0,1
826,0,1,1,39.0,0,0,0.0,0,0,1
827,1,1,1,80.0,0,0,30.0,0,0,1
828,0,3,1,23.0,0,0,7.8542,0,0,1
829,0,3,1,17.0,1,1,7.2292,1,0,0
830,1,2,0,18.0,0,2,13.0,0,0,1
831,0,1,1,47.0,0,0,38.5,0,0,1
832,0,3,1,18.0,0,0,7.775,0,0,1
833,0,3,1,24.0,0,0,8.05,0,0,1
834,0,3,1,28.0,0,0,8.7125,1,0,0
835,0,3,1,28.0,0,0,8.05,0,0,1
836,0,1,1,40.0,0,0,27.7208,1,0,0
837,0,3,1,55.5,0,0,8.05,0,0,1
838,0,2,1,24.0,0,0,13.0,0,0,1
839,1,1,0,33.0,0,0,86.5,0,0,1
840,0,3,0,28.0,8,2,69.55,0,0,1
841,0,3,1,32.0,0,0,8.3625,0,0,1
842,1,2,0,24.0,0,0,13.0,0,0,1
843,0,2,1,30.0,0,0,13.0,0,0,1
844,1,3,0,26.0,0,0,7.8542,0,0,1
845,0,3,0,28.0,0,0,8.1375,0,1,0
846,0,3,1,28.0,0,0,7.3125,0,0,1
847,0,3,0,31.0,0,0,7.8542,0,0,1
848,0,3,1,26.0,1,0,14.4542,1,0,0
849,0,1,1,28.0,0,0,47.1,0,0,1
850,1,3,1,28.0,0,0,7.2292,1,0,0
851,0,3,1,35.0,0,0,7.125,0,0,1
852,0,2,1,42.0,1,0,27.0,0,0,1
853,0,3,0,28.0,0,0,8.05,0,0,1
854,1,2,0,48.0,1,2,65.0,0,0,1
855,0,3,1,28.0,2,0,21.6792,1,0,0
856,0,3,1,41.0,0,0,7.125,0,0,1
857,1,2,1,42.0,0,0,13.0,0,0,1
858,0,3,0,28.0,1,1,14.4,0,0,1
859,1,2,0,19.0,1,0,26.0,0,0,1
860,0,3,1,32.0,1,0,15.85,0,0,1
861,0,2,1,52.0,0,0,13.5,0,0,1
862,1,3,0,0.75,2,1,19.2583,1,0,0
863,0,3,0,25.0,1,0,7.925,0,0,1
864,0,3,1,28.0,0,0,7.8958,1,0,0
865,1,1,0,48.0,1,0,39.6,1,0,0
866,0,3,1,39.0,1,5,31.275,0,0,1
867,1,1,0,40.0,1,1,134.5,1,0,0
868,0,2,1,26.0,0,0,10.5,0,0,1
869,1,1,1,31.0,1,0,57.0,0,0,1
870,1,3,1,28.0,0,0,56.4958,0,0,1
871,1,1,1,27.0,0,0,30.5,0,0,1
872,0,3,0,11.0,4,2,31.275,0,0,1
873,0,2,1,28.0,0,0,0.0,0,0,1
874,1,3,0,28.0,1,0,16.1,0,0,1
875,1,1,1,49.0,1,0,56.9292,1,0,0
876,0,3,1,17.0,0,0,8.6625,0,0,1
877,1,1,1,48.0,0,0,26.55,0,0,1
878,0,2,1,16.0,0,0,26.0,0,0,1
879,1,1,0,28.0,1,0,52.0,0,0,1
880,1,1,1,28.0,0,0,35.5,0,0,1
881,0,3,1,33.0,1,1,20.525,0,0,1
882,0,3,1,28.0,1,0,15.5,0,1,0
883,1,1,1,45.0,0,0,26.55,0,0,1
884,1,1,0,28.0,0,1,55.0,0,0,1
885,0,2,1,28.0,0,0,0.0,0,0,1
886,0,3,1,23.0,0,0,9.225,0,0,1
887,1,3,0,21.0,0,0,7.65,0,0,1
888,0,3,0,31.0,1,0,18.0,0,0,1
